Team,Conf,AdjEM,AdjO,AdjD,AdjTempo,Luck,SOSAdjEM,SOSOppO,SOSOppD,NCSOSAdjEM,TeamID,Season
california,P12,-8.35,97.7,106,63.5,-0.103,8.43,108.6,100.2,1.33,1143,2023
prairie view a&m,SWAC,-8.37,94.3,102.7,67.8,-0.061,-6.03,100.6,106.6,5.47,1341,2023
dartmouth,Ivy,-8.38,99.4,107.8,68.8,0.002,-1.39,103.9,105.3,-3.5,1171,2023
uc san diego,BW,-8.52,102.1,110.6,66.1,0.03,-0.01,104.5,104.5,1.24,1471,2023
southern indiana,OVC,-8.71,103.3,112.1,69.3,-0.019,-7.75,101.6,109.4,-1.29,0,2023
lafayette,Pat,-8.71,95.5,104.3,63,-0.061,-3.84,103.8,107.6,3.24,1248,2023
oakland,Horz,-8.72,103.7,112.4,68.4,0.046,-2.38,104.7,107.1,5.59,1324,2023
boston university,Pat,-8.74,98.1,106.9,65.4,-0.001,-6.79,101.1,107.9,-4.23,1131,2023
southern,SWAC,-8.83,96.2,105.1,71,-0.008,-6.75,100.2,106.9,7.98,1380,2023
tennessee martin,OVC,-8.92,101.9,110.8,71.2,0.046,-8.51,101.2,109.7,-2.28,0,2023
mount st. mary's,MAAC,-9.24,97.1,106.3,65.8,0.028,-3.97,102.6,106.6,-1.6,1291,2023
marist,MAAC,-9.27,97.9,107.1,65.6,-0.023,-6.57,100.7,107.2,-10.22,1265,2023
american,Pat,-9.32,100.9,110.2,62.5,0.049,-8.34,100.5,108.8,-8.77,1110,2023
georgia st.,SB,-9.35,98.1,107.5,67,-0.077,-1.51,103.7,105.2,-5.17,1209,2023
louisiana monroe,SB,-9.35,97.9,107.2,66,-0.024,0.82,105.2,104.3,0.7,0,2023
bowling green,MAC,-9.37,103.7,113.1,69.6,-0.066,-3.85,104.8,108.7,-5.74,1132,2023
maine,AE,-9.44,99.1,108.6,65.8,-0.001,-4.01,102.8,106.8,0.16,1263,2023
illinois st.,MVC,-9.53,100.5,110,64.9,-0.02,-4.38,102.7,107.1,-7.89,1229,2023
arkansas st.,SB,-9.61,100.3,109.9,63.4,-0.012,-3.13,103,106.2,-10.41,1117,2023
texas southern,SWAC,-9.7,96.6,106.3,69.3,0.025,-4.75,100.8,105.5,10.96,1411,2023
lehigh,Pat,-9.7,97.9,107.6,69.5,0.084,-6.92,101.3,108.2,-2.15,1250,2023
new hampshire,AE,-9.73,97.5,107.2,64.2,0.05,-6.11,102.2,108.3,-5.2,1306,2023
tennessee tech,OVC,-9.75,101.6,111.3,66.7,0.019,-7.18,101.4,108.5,1.89,1399,2023
utsa,CUSA,-9.8,102.2,112,69.1,0.022,1.21,105.4,104.2,-5.76,1427,2023
cal poly,BW,-9.96,94.3,104.3,64.1,-0.108,-0.11,104.5,104.6,0.07,1142,2023
tennessee st.,OVC,-10.04,101.1,111.2,70.9,0.01,-10.18,100.1,110.2,-8.96,1398,2023
cal st. bakersfield,BW,-10.05,95.2,105.3,63.2,0.004,-0.59,103.8,104.4,0.35,0,2023
south dakota,Sum,-10.11,103.4,113.5,66,-0.014,-2.93,104.1,107,2.21,1377,2023
valparaiso,MVC,-10.15,98.3,108.4,67.9,-0.008,-2.7,104,106.7,-4.85,1434,2023
louisville,ACC,-10.22,101.4,111.6,66.5,-0.035,6.06,108.8,102.7,1.84,1257,2023
chicago st.,ind,-10.32,103.2,113.5,64.3,-0.056,-0.07,105.7,105.8,1.91,1152,2023
denver,Sum,-10.41,100.8,111.2,68.5,0.029,-6.44,103.2,109.7,-8.38,1176,2023
coastal carolina,SB,-10.56,104.2,114.8,68.4,0.019,-1.17,104.6,105.7,-2.54,1157,2023
idaho,BSky,-10.56,102.9,113.5,65.9,-0.057,-3.27,104.4,107.6,-6.01,1225,2023
jackson st.,SWAC,-10.77,99.3,110.1,68.1,0.084,-4.59,100.7,105.3,9.34,1238,2023
illinois chicago,MVC,-10.82,98,108.8,69,0.019,-3.76,102.1,105.8,-10.3,0,2023
high point,BSth,-11.06,100.2,111.3,71.5,0.054,-5.54,103.1,108.7,-4.32,1219,2023
texas a&m commerce,Slnd,-11.13,101.5,112.6,65.4,0.026,-6.57,102.6,109.2,1.65,0,2023
charleston southern,BSth,-11.25,105.4,116.7,65.8,-0.08,-4.07,103.2,107.2,0.51,1149,2023
alabama a&m,SWAC,-11.27,96.7,108,68.3,-0.011,-8.3,99.4,107.7,2.02,1105,2023
bucknell,Pat,-11.42,99,110.4,66.8,-0.061,-7.97,100,107.9,-7.77,1137,2023
manhattan,MAAC,-11.5,97.6,109.1,67,0.047,-5.72,101.6,107.4,-6.61,1264,2023
saint peter's,MAAC,-11.65,96.9,108.6,63,0.055,-6.07,101.3,107.3,-8.4,1389,2023
umkc,Sum,-11.68,96.4,108.1,63.8,-0.013,-3.2,105,108.2,1.92,1282,2023
northeastern,CAA,-11.74,97.9,109.6,66.8,-0.006,-4.05,102.7,106.7,-1.77,1318,2023
binghamton,AE,-11.94,98.7,110.6,66,0.028,-5.62,102.9,108.6,-5.16,1127,2023
fairleigh dickinson,NEC,-12.26,106.2,118.4,68.7,0.017,-14.02,96.3,110.4,-7.12,1192,2023
morgan st.,MEAC,-12.33,94.5,106.8,70.8,0.073,-5.57,102,107.5,2.18,1288,2023
tulsa,Amer,-12.37,99,111.4,67.9,-0.046,3.82,106.7,102.9,-3.31,1409,2023
merrimack,NEC,-12.46,89.5,101.9,66.4,0.055,-11.67,99.2,110.8,1.4,1467,2023
nebraska omaha,Sum,-12.51,100.5,113,67.8,0.002,-1.07,105,106.1,8.29,1303,2023
eastern michigan,MAC,-12.64,101.7,114.4,69.2,-0.011,-1.3,106.3,107.6,-0.54,1185,2023
wagner,NEC,-12.9,93.7,106.6,62,0.019,-12.96,97.3,110.3,-3.07,1447,2023
north carolina a&t,CAA,-12.99,98.4,111.4,70,0.054,-3.98,102.4,106.4,5.19,1299,2023
william & mary,CAA,-13.14,99.8,113,65.2,0.031,-4.5,103,107.5,0.57,1456,2023
arkansas pine bluff,SWAC,-13.27,94.7,107.9,69.6,-0.07,-4.69,100.3,104.9,14.21,0,2023
little rock,OVC,-13.39,102.2,115.6,70.9,-0.025,-7.21,101.4,108.7,-0.24,1114,2023
western michigan,MAC,-13.61,102.8,116.4,65.7,-0.055,-1.93,104.7,106.6,0.61,1444,2023
austin peay,ASun,-13.89,97.2,111,64.8,-0.058,-2.11,105.4,107.5,0.81,1122,2023
cal st. northridge,BW,-13.96,95.8,109.7,65.3,-0.002,-1.39,103.5,104.9,-2.73,1169,2023
the citadel,SC,-13.96,98.2,112.1,67.2,0,-3.3,104.2,107.5,-3.48,1154,2023
loyola md,Pat,-14.12,98.9,113,66.1,0.032,-6.75,101.3,108.1,-4.59,1259,2023
stony brook,CAA,-14.34,96.1,110.5,64.1,0.022,-3.81,102.6,106.4,1.43,1392,2023
new orleans,Slnd,-14.88,98.1,112.9,71.4,-0.01,-8.37,102.5,110.9,1.73,1309,2023
sacred heart,NEC,-14.91,96.4,111.3,69.7,0.027,-13.67,96.5,110.2,-7.83,1357,2023
njit,AE,-14.92,97.2,112.1,66.3,-0.061,-5.57,103,108.6,-5.31,1312,2023
central arkansas,ASun,-15.23,98.6,113.9,72.2,0.059,-2.52,104.9,107.4,-1.4,1146,2023
central michigan,MAC,-15.34,93,108.4,67.2,0.036,-2.79,105.5,108.3,-1.7,1141,2023
mcneese st.,Slnd,-15.45,99,114.4,66.2,0.016,-6.15,103,109.1,6.4,1270,2023
stonehill,NEC,-15.5,94.7,110.2,66.3,0.072,-10.45,98.9,109.4,-0.77,0,2023
elon,CAA,-15.9,96.9,112.7,65.9,-0.024,-4.48,102.3,106.8,-1.85,1189,2023
incarnate word,Slnd,-15.9,96.6,112.5,66.9,0.012,-8.4,101.6,110,-2.26,1230,2023
coppin st.,MEAC,-16.04,99.2,115.2,71.5,0.067,-2.22,103.3,105.5,3.93,1164,2023
lindenwood,OVC,-16.67,95.8,112.4,66.8,0.004,-6.63,102.2,108.8,2.34,0,2023
holy cross,Pat,-16.88,94.2,111.1,69.1,0.005,-7.3,100.6,107.9,-6.4,1221,2023
columbia,Ivy,-16.9,94.5,111.4,69.5,0.013,-2.28,103.5,105.8,-6.93,1162,2023
st. francis pa,NEC,-16.93,99.7,116.6,68.3,-0.009,-11.93,98,110,-0.93,0,2023
central connecticut,NEC,-16.95,97.1,114.1,64.4,-0.059,-11.47,97.7,109.2,-4.51,1148,2023
south carolina st.,MEAC,-17.07,98.6,115.7,71.6,-0.045,-2.33,103.9,106.3,4.12,1354,2023
eastern illinois,OVC,-17.09,94.1,111.2,67.9,0.005,-8,101.9,109.9,-3.27,1183,2023
presbyterian,BSth,-17.18,93.9,111,64.6,-0.104,-4.86,103.5,108.4,-4.02,1342,2023
albany,AE,-17.34,98.8,116.2,67.3,-0.027,-3.74,103.2,107,0.16,1107,2023
bethune cookman,SWAC,-17.35,97.1,114.4,69,0.038,-7.61,100.4,108,-0.78,0,2023
alabama st.,SWAC,-17.54,93.3,110.8,66,0.005,-5.04,101.2,106.2,8.01,1106,2023
monmouth,CAA,-17.63,92.7,110.4,68.4,-0.016,-1.95,104.1,106.1,5.43,1284,2023
hampton,CAA,-18.1,97.5,115.6,69,0.007,-4.55,102.7,107.3,-1.53,1214,2023
evansville,MVC,-18.5,91.5,110,69.6,-0.004,-1.21,104.5,105.7,-1.1,1191,2023
houston christian,Slnd,-18.85,102.1,120.9,70.6,-0.02,-7.95,102.3,110.3,0.03,0,2023
vmi,SC,-19.71,98.4,118.1,66.7,0.005,-2.52,104.6,107.1,-2.52,1440,2023
mississippi valley st.,SWAC,-19.78,92.7,112.5,67.2,-0.026,-3.43,102.1,105.5,9.14,0,2023
delaware st.,MEAC,-20.36,92.2,112.6,67.9,0.012,-4.78,101.8,106.6,0.88,1175,2023
lamar,Slnd,-20.36,95,115.3,65.8,0.004,-7.84,102.2,110,-1.72,1249,2023
florida a&m,SWAC,-20.42,89.7,110.2,65,0.005,-4.14,101.8,105.9,13.04,1197,2023
st. francis ny,NEC,-21.04,90.2,111.3,66.1,0.082,-14.21,97.5,111.8,-9.29,0,2023
iupui,Horz,-21.87,95.9,117.8,67,-0.076,-5.35,102.9,108.3,-6.59,1237,2023
green bay,Horz,-26.33,90.6,116.9,65.1,0.029,-2.37,104.6,107,2.07,1453,2023
hartford,ind,-29.76,89.4,119.2,65.5,-0.039,-9.57,99.9,109.5,-9.46,1216,2023
liu,NEC,-30.63,86.5,117.2,72.5,-0.024,-9,99.6,108.6,5.74,0,2023
