Team,Conf,AdjEM,AdjO,AdjD,AdjTempo,Luck,SOSAdjEM,SOSOppO,SOSOppD,NCSOSAdjEM,TeamID,Season
little rock,SB,-4.93,99.8,104.8,70.2,-0.149,-1.63,104.3,105.9,-2.31,1114,2019
long beach st.,BW,-4.97,101.1,106.1,71.3,0.051,-0.4,104.2,104.6,5.76,1253,2019
cornell,Ivy,-5.05,99.8,104.8,67.7,0.074,-0.19,103.8,104,-1.18,1165,2019
weber st.,BSky,-5.09,101.4,106.5,70.9,-0.022,-6.94,101.9,108.8,0.73,1451,2019
cal st. bakersfield,WAC,-5.24,102.5,107.8,65.2,0.055,-1.67,103.8,105.4,-2.48,0,2019
la salle,A10,-5.27,99.9,105.1,68.7,-0.04,0.16,103.6,103.5,0.79,1247,2019
evansville,MVC,-5.34,99.4,104.7,69.3,-0.061,-0.1,103,103.1,1.8,1191,2019
high point,BSth,-5.54,99.2,104.7,63.4,0.019,-4.09,103.5,107.5,-2.38,1219,2019
south dakota,Sum,-5.65,100.4,106.1,66.7,-0.048,-3.62,103.9,107.5,-0.25,1377,2019
umbc,AE,-5.75,96,101.8,64.7,0.078,-6.84,100.2,107,-4.18,1420,2019
southeastern louisiana,Slnd,-5.92,99.3,105.2,65,0.009,-6.81,100.5,107.4,2.12,1368,2019
boston university,Pat,-5.93,104.2,110.2,66.1,-0.025,-4.53,102.4,107,-4.02,1131,2019
umkc,WAC,-6.2,101,107.2,66.1,-0.052,0.35,105.3,104.9,1.53,1282,2019
quinnipiac,MAAC,-6.22,105.3,111.5,66.6,-0.026,-9.02,98.9,107.9,-7.66,1346,2019
massachusetts,A10,-6.27,102.7,109,67.1,-0.061,-1.59,102.8,104.4,-4.71,1269,2019
detroit,Horz,-6.39,106.2,112.6,68.3,-0.011,0.25,105.1,104.8,5.76,1178,2019
eastern kentucky,OVC,-6.44,99.4,105.9,76.4,0.012,-1.66,103.8,105.4,0.92,1184,2019
sacred heart,NEC,-6.54,104.2,110.7,71.7,-0.062,-7.56,100.5,108,-1.23,1357,2019
eastern washington,BSky,-6.58,101,107.6,67.5,0.026,-4.67,102.9,107.5,7.11,1186,2019
holy cross,Pat,-6.81,101,107.8,63.4,0.067,-3.48,103.2,106.6,-1.94,1221,2019
army,Pat,-6.83,96.2,103,69.5,-0.028,-4.39,103.3,107.7,-4.39,1119,2019
air force,MWC,-6.84,100.5,107.4,66.3,0.03,-1.15,103,104.1,-3.86,1102,2019
middle tennessee,CUSA,-7.16,98.2,105.4,67.4,0.013,2.06,104,101.9,10.4,1292,2019
california,P12,-7.22,103,110.2,66.3,0.037,4.65,106.6,101.9,0.1,1143,2019
drexel,CAA,-7.34,105.5,112.9,68.9,0.004,-2.64,104.6,107.3,-1.24,1180,2019
troy,SB,-7.4,102.9,110.3,66.8,0.053,-0.2,104.4,104.6,1.52,1407,2019
uc davis,BW,-7.45,96.3,103.8,65.6,-0.043,-1.48,103.2,104.7,5.01,1413,2019
jacksonville,ASun,-7.46,98.8,106.2,70.7,-0.056,-3.23,102.5,105.7,-3.91,1239,2019
rice,CUSA,-7.48,103,110.4,69.9,0,-1.89,101.3,103.2,0.57,1349,2019
morehead st.,OVC,-7.55,102.4,109.9,66.9,0.06,-0.15,104.6,104.8,5.24,1287,2019
the citadel,SC,-7.56,106.7,114.2,73.4,0.028,1.6,105.5,103.9,0.21,1154,2019
western michigan,MAC,-7.6,99.1,106.7,69,-0.039,2.95,106.2,103.3,-2.99,1444,2019
montana st.,BSky,-7.63,107.5,115.2,69.8,0.008,-6.31,102.1,108.4,4,1286,2019
cal st. northridge,BW,-7.64,104.6,112.3,70.7,-0.018,-4.27,101.7,105.9,-3.94,1169,2019
arkansas st.,SB,-7.68,102.3,110,68.1,0.086,-0.28,104.7,105,0.98,1117,2019
new orleans,Slnd,-7.71,97,104.7,68.1,0.093,-6.7,100.8,107.5,6.66,1309,2019
st. francis pa,NEC,-7.78,105.4,113.2,68.1,0.083,-6.82,101.1,108,6.86,0,2019
chattanooga,SC,-7.78,101.6,109.4,65.9,0.025,1.14,105.5,104.4,-1.68,1151,2019
umass lowell,AE,-7.83,104.4,112.2,69.6,-0.026,-6.24,100,106.3,-4.03,1262,2019
fordham,A10,-7.92,96.5,104.4,64.9,-0.075,-4.4,101.1,105.5,-11.56,1200,2019
liu brooklyn,NEC,-8,98.2,106.2,70.6,-0.013,-8.48,99.8,108.3,-5.63,1254,2019
delaware,CAA,-8.03,104.8,112.9,63,0.08,-4.33,103.6,108,-5.98,1174,2019
youngstown st.,Horz,-8.2,104,112.2,66.8,-0.004,-1.75,103.8,105.5,0.82,1464,2019
robert morris,NEC,-8.24,95.9,104.2,66.1,0.043,-7.81,101,108.8,-1.1,1352,2019
norfolk st.,MEAC,-8.4,97.6,106,69,0.05,-11.02,97.1,108.1,1.61,1313,2019
siena,MAAC,-8.44,100.5,109,60.4,0.06,-7.21,100.4,107.6,-1.72,1373,2019
north dakota,Sum,-8.73,97.4,106.2,69.4,-0.046,-2.95,104.9,107.9,2.12,1315,2019
loyola md,Pat,-8.73,101.5,110.3,68.3,-0.028,-3.42,103.6,107,-1.43,1259,2019
unc wilmington,CAA,-9.02,105.4,114.4,69,-0.034,-1.63,105.5,107.1,2.14,1423,2019
east carolina,Amer,-9.03,98,107,67.8,-0.006,0.24,103.2,103,-11.9,1187,2019
western carolina,SC,-9.16,101.7,110.9,69.3,-0.051,2.84,106.9,104,5.09,1441,2019
st. francis ny,NEC,-9.3,95.8,105.1,68.2,0.052,-7.99,100.8,108.8,-3.49,0,2019
grambling st.,SWAC,-9.51,94.7,104.2,69.6,-0.029,-10.3,97.7,108,4.15,1212,2019
marist,MAAC,-9.53,100.1,109.6,64.3,-0.054,-7.16,100.1,107.3,-2.59,1265,2019
sacramento st.,BSky,-9.55,96.3,105.8,67.9,-0.011,-7.52,101.6,109.2,-2.05,1170,2019
houston baptist,Slnd,-9.64,102.9,112.6,73.7,-0.038,-5.3,101.2,106.5,7.01,1223,2019
james madison,CAA,-9.83,101,110.8,65,0.056,-3.64,104.8,108.5,-3.62,1241,2019
albany,AE,-9.88,98.2,108.1,65.7,-0.066,-6.75,100.1,106.9,-5.17,1107,2019
canisius,MAAC,-9.89,101.5,111.4,67.5,0.115,-5.25,100.8,106,4,1145,2019
navy,Pat,-9.89,97.2,107.1,66.7,0.061,-2.71,103.3,106,-0.84,1298,2019
southern utah,BSky,-9.92,96.5,106.5,70.8,0.048,-6.87,102.3,109.2,1.37,1381,2019
texas a&m; corpus chris,Slnd,-9.96,94.6,104.5,64.7,-0.011,-5.59,101.3,106.8,4.07,0,2019
cleveland st.,Horz,-9.97,101.6,111.6,68.8,-0.041,-1.92,104.8,106.7,0.81,1156,2019
vmi,SC,-9.99,102.3,112.3,71.3,0.018,1.66,106,104.4,-0.85,1440,2019
north alabama,ASun,-10,95.1,105.1,68.2,0.006,1.48,104.7,103.2,7.63,1466,2019
longwood,BSth,-10.24,96.3,106.6,66.8,-0.002,-6.41,102.1,108.5,-9.64,1255,2019
portland st.,BSky,-10.39,101.6,112,68.8,0.046,-7.37,101.3,108.6,-1.59,1340,2019
towson,CAA,-10.47,100.1,110.6,63.3,-0.049,-4.16,103.9,108,-4.09,1406,2019
tennessee martin,OVC,-10.47,104.7,115.2,68.2,0.009,-3.12,103.1,106.2,-0.46,0,2019
oral roberts,Sum,-10.67,103.4,114.1,66.6,0.013,-1.17,105.4,106.6,3.99,1331,2019
george washington,A10,-10.76,95.2,106,67,-0.009,-0.28,102.9,103.2,-1.98,1203,2019
tulane,Amer,-10.77,96.6,107.4,69.5,-0.042,3.24,105.6,102.4,-3.76,1408,2019
western illinois,Sum,-10.89,97.5,108.3,67.1,-0.106,-4.43,104.4,108.8,-5.24,1442,2019
tennessee st.,OVC,-10.91,98.6,109.5,69.2,-0.062,-1.88,103,104.9,4.64,1398,2019
monmouth,MAAC,-10.91,93,103.9,67.2,0.047,-4.8,102.5,107.3,3.62,1284,2019
charlotte,CUSA,-11.17,95.5,106.6,64.3,-0.005,-1.55,102.2,103.8,-0.17,1150,2019
central arkansas,Slnd,-11.2,99.8,111,70.3,0.019,-4.33,101.1,105.4,8.32,1146,2019
utep,CUSA,-11.21,89.9,101.2,67.7,-0.086,-2.22,102.1,104.4,-1.61,1431,2019
milwaukee,Horz,-11.25,98.3,109.5,65.8,0.016,-2.63,103.7,106.3,-1.68,1454,2019
lafayette,Pat,-11.28,101.4,112.7,68.7,0.004,-4.39,102.3,106.7,-3.54,1248,2019
fairfield,MAAC,-11.51,95.8,107.3,67.6,-0.094,-7.88,99.3,107.2,-2.85,1193,2019
north carolina a&t;,MEAC,-11.56,96.5,108,65.4,0.099,-10.72,97.8,108.5,3.66,0,2019
north carolina central,MEAC,-11.9,96.7,108.6,65.1,0.004,-12.19,96.5,108.7,1.41,1300,2019
northern arizona,BSky,-11.94,100.5,112.4,68.3,-0.036,-6.22,102.1,108.4,0.29,1319,2019
elon,CAA,-12.08,99,111.1,67.7,-0.002,-3.75,104.4,108.2,-3.34,1189,2019
eastern illinois,OVC,-12.12,99.7,111.8,66.7,0.094,-4.81,102.7,107.5,-3.87,1183,2019
bethune cookman,MEAC,-12.13,93.4,105.5,72,-0.03,-10.92,98.5,109.4,-1.51,0,2019
southeast missouri st.,OVC,-12.34,97.5,109.9,67.4,-0.033,-3.49,103.1,106.6,-2.64,0,2019
howard,MEAC,-12.41,101.9,114.3,71,0.025,-9.95,97.2,107.2,-0.23,1224,2019
nicholls st.,Slnd,-12.67,98.7,111.4,68.3,-0.005,-7,101.1,108.1,3.56,1311,2019
stephen f. austin,Slnd,-12.77,95.4,108.2,68.6,0.036,-6.23,101.6,107.9,3.94,1372,2019
denver,Sum,-13.09,99.8,112.9,66.9,-0.062,-3.18,103.5,106.7,-0.84,1176,2019
wagner,NEC,-13.24,93.9,107.1,63.5,0.043,-6.7,101.5,108.2,-0.09,1447,2019
niagara,MAAC,-13.59,101.6,115.2,69.4,0.031,-8.84,98.3,107.2,-7.68,1310,2019
saint peter's,MAAC,-13.65,94.4,108.1,63,-0.013,-7.26,100.7,108,-2.23,1389,2019
wyoming,MWC,-13.66,95,108.7,68.2,0.003,-1.02,104,105,-3.95,1461,2019
arkansas pine bluff,SWAC,-13.72,96.1,109.8,65,0.023,-7.18,98.8,106,6.16,0,2019
florida a&m;,MEAC,-14.26,89,103.3,64.7,-0.007,-7.23,99.7,107,4.95,0,2019
central connecticut,NEC,-14.7,97.1,111.8,68.9,0.006,-5.82,101.4,107.2,2.98,1148,2019
uc riverside,BW,-14.92,98.2,113.1,63,-0.023,-3.11,102.2,105.4,-1.9,1415,2019
jackson st.,SWAC,-14.93,89.8,104.7,64.9,0.007,-8.9,98.7,107.6,5.34,1238,2019
tennessee tech,OVC,-15.04,89.6,104.6,68.1,-0.042,-3.06,104.2,107.3,1.34,1399,2019
mount st. mary's,NEC,-15.05,94.7,109.8,66.9,-0.012,-5.07,102.3,107.4,5.24,1291,2019
manhattan,MAAC,-15.24,89.4,104.6,61.6,0.021,-7.88,100.1,107.9,-4.21,1264,2019
bryant,NEC,-15.43,99.4,114.8,67.4,0.026,-7.29,100.3,107.6,-2.48,1136,2019
stetson,ASun,-15.66,97.6,113.3,68.6,-0.054,-2.84,101.6,104.4,-2.93,1391,2019
portland,WCC,-15.7,94.3,110,66.6,-0.011,0.08,103.5,103.4,-7.47,1339,2019
idaho st.,BSky,-16.31,101.9,118.2,66.6,0.067,-5.15,102.5,107.6,7.67,1226,2019
siu edwardsville,OVC,-16.36,96.6,113,69.4,0.033,-4.91,102.5,107.4,-5.22,1188,2019
alabama st.,SWAC,-16.45,94.6,111.1,67,0.024,-7.05,99.5,106.5,12.57,1106,2019
mcneese st.,Slnd,-16.58,98.1,114.6,66.1,-0.047,-5.87,101.2,107,5.1,1270,2019
binghamton,AE,-16.74,95.9,112.7,65.6,0.003,-4.59,100.7,105.3,-2.86,1127,2019
cal poly,BW,-17.75,96.9,114.6,65.9,-0.068,-3.72,101.7,105.4,-2.41,1142,2019
morgan st.,MEAC,-18.02,92.6,110.6,71.8,-0.074,-12.86,97.1,110,-0.24,1288,2019
southern,SWAC,-18.49,93.7,112.2,65.5,-0.082,-7.26,99.4,106.6,7.61,1380,2019
usc upstate,BSth,-18.57,92.9,111.4,67.8,-0.049,-3.17,103.3,106.5,-1.03,1367,2019
maine,AE,-18.67,93.1,111.8,63.8,-0.058,-2.76,101.9,104.7,1.62,1263,2019
south carolina st.,MEAC,-18.8,98,116.8,66.7,-0.037,-7.8,99,106.8,6.67,1354,2019
kennesaw st.,ASun,-18.96,91.8,110.7,68,0.04,1.13,104.2,103.1,4.22,1244,2019
savannah st.,MEAC,-19.75,96.3,116,74.7,0.061,-10.09,97.4,107.5,4.77,1366,2019
northwestern st.,Slnd,-19.75,90,109.7,68.4,0.069,-6.38,100.8,107.2,3.73,1322,2019
coppin st.,MEAC,-20.55,88.6,109.1,70,0.01,-7.71,99.5,107.2,8.13,1164,2019
san jose st.,MWC,-21.86,91.8,113.7,69.1,-0.021,-0.99,103.7,104.7,-4.82,1363,2019
alabama a&m;,SWAC,-22.73,86.5,109.3,65.4,-0.044,-8.28,98.9,107.2,0.4,0,2019
incarnate word,Slnd,-22.88,97.5,120.3,64.7,-0.066,-4.93,101.3,106.2,4.56,1230,2019
new hampshire,AE,-23.07,84.2,107.3,65.4,-0.015,-6.06,101.5,107.5,-4.6,1306,2019
idaho,BSky,-23.91,94.9,118.8,65.1,-0.036,-6.84,102.2,109,-3.32,1225,2019
unc asheville,BSth,-24.12,92.9,117,61.7,-0.032,-0.99,104.9,105.9,4.68,1421,2019
alcorn st.,SWAC,-24.73,88.8,113.5,65.5,0.031,-8.14,98.6,106.8,8.39,1108,2019
mississippi valley st.,SWAC,-25.16,89.4,114.6,69,-0.018,-6.48,99.6,106,6.95,0,2019
chicago st.,WAC,-27.97,90.3,118.3,69.9,-0.012,3.34,105.5,102.2,5.91,1152,2019
delaware st.,MEAC,-29.66,84.3,113.9,69.5,0.008,-9.82,97.8,107.7,0.86,1175,2019
maryland eastern shore,MEAC,-29.71,85.2,114.9,62.9,0.024,-7.71,99.5,107.2,5.76,0,2019
gonzaga,WCC,36.62,126.1,89.5,74.8,0.018,7.82,105.7,97.9,5.99,1211,2021
michigan,B10,30.79,119.4,88.6,66.8,0.026,16.87,111.3,94.5,2.99,1276,2021
illinois,B10,30.61,119,88.3,70.7,0.03,18.88,112.6,93.7,9.95,1228,2021
baylor,B12,29.5,123.3,93.8,68.4,0.05,9.57,106.4,96.9,-4.18,1124,2021
iowa,B10,28.9,123.5,94.6,70,-0.028,16.91,110.3,93.4,-5.43,1234,2021
houston,Amer,28.82,118.9,90.1,64.9,-0.009,6.57,103.7,97.1,1.63,1222,2021
ohio st.,B10,25.43,122.3,96.8,67.1,0.003,18.78,111.7,92.9,2.86,1326,2021
alabama,SEC,24.99,111.7,86.7,73.9,0.031,14.2,109.7,95.5,8.88,1104,2021
loyola chicago,MVC,23.75,110.4,86.7,64.2,-0.02,4.11,104.3,100.2,4.7,1260,2021
wisconsin,B10,22.65,112.5,89.9,64.9,-0.049,18.06,111.7,93.7,1.22,1458,2021
virginia,ACC,22.65,115.6,93,60.1,0.046,12.02,109.6,97.6,0.28,1438,2021
villanova,BE,22.62,118.6,96,65.1,-0.006,12.99,108.8,95.9,7.33,1437,2021
purdue,B10,22.27,113.6,91.3,66.5,0.019,17.27,111.5,94.2,5.71,1345,2021
usc,P12,22.22,112.9,90.7,67.3,-0.006,11.13,108.1,97,5.03,1425,2021
florida st.,ACC,22.07,116.4,94.4,70.6,-0.011,12.54,108.8,96.2,4.23,1199,2021
connecticut,BE,21.9,113.6,91.7,66,-0.066,12.6,107.9,95.3,-2.02,1163,2021
colorado,P12,21.68,114.4,92.7,66.4,-0.033,10.78,107.8,97,1.99,1160,2021
arkansas,SEC,21.53,111.5,90,73.1,0.056,11.19,108.2,97,-5.28,1116,2021
creighton,BE,21.31,114.9,93.6,69.1,0.001,12.52,107.8,95.3,-1.4,1166,2021
san diego st.,MWC,21.3,110.8,89.5,66.1,0.018,6.26,105.7,99.4,10.85,1361,2021
tennessee,SEC,21.06,108.8,87.7,67.3,-0.007,12.44,108.3,95.8,-0.69,1397,2021
kansas,B12,21.03,109.6,88.6,68.3,0.042,14.71,110,95.3,10.14,1242,2021
texas tech,B12,20.95,112.4,91.4,65.4,-0.091,11.29,108,96.7,-5.55,1403,2021
byu,WCC,20.95,113.1,92.2,68,0.045,10.28,107.8,97.5,8.69,1140,2021
st. bonaventure,A10,20.82,111.3,90.5,65.2,0.014,8.29,105.8,97.6,2.86,1382,2021
texas,B12,20.58,113.8,93.3,69.2,0.017,14.05,109,94.9,8.32,1400,2021
west virginia,B12,20.32,116.1,95.8,69.6,-0.04,14.84,109.2,94.4,13.58,1452,2021
north carolina,ACC,20.09,110.1,90,71.8,-0.017,14.2,110.7,96.5,7.67,1314,2021
lsu,SEC,19.59,119.8,100.2,70.8,0.002,13.5,107.8,94.3,0.56,1261,2021
oklahoma st.,B12,18.77,110.1,91.3,72,0.039,14.63,110.6,96,4.55,1329,2021
maryland,B10,18.72,110.9,92.2,65.3,-0.035,17.06,110.1,93.1,-0.8,1268,2021
georgia tech,ACC,18.55,113.3,94.8,67.8,-0.005,12.25,108.7,96.5,-0.99,1210,2021
duke,ACC,18.18,114.8,96.6,68.9,-0.109,12.47,109,96.5,5.5,1181,2021
rutgers,B10,18.14,108.7,90.5,67.8,0.032,18.2,112.4,94.2,-5.43,1353,2021
penn st.,B10,18.12,112.7,94.5,69.4,-0.05,20.01,112.3,92.2,11.76,1336,2021
oregon,P12,17.68,114.5,96.8,67.2,0.048,10.06,107.7,97.6,2.73,1332,2021
florida,SEC,17.55,111,93.4,68.6,0.003,14.62,109.7,95.1,8.64,1196,2021
memphis,Amer,16.69,103.5,86.8,72.1,-0.09,6.96,104.6,97.7,1.08,1272,2021
oklahoma,B12,16.64,111.4,94.8,67.7,-0.038,12.45,108.2,95.7,0.59,1328,2021
utah st.,MWC,16.51,105.7,89.2,68.9,-0.032,5.13,104.8,99.7,7.49,1429,2021
syracuse,ACC,16.23,113.8,97.6,69.2,0.017,11.66,108.5,96.8,2.46,1393,2021
clemson,ACC,16.17,106.9,90.7,64.2,0.123,14.19,109.5,95.3,11.65,1155,2021
arizona,P12,15.94,113.4,97.5,68,-0.017,9.13,107,97.9,-5.55,1112,2021
ucla,P12,15.92,113.4,97.5,64.7,0.024,11.87,108.6,96.7,9.09,1417,2021
vcu,A10,15.91,105.5,89.6,69.8,0.035,8.96,106.6,97.6,5.52,1433,2021
indiana,B10,15.81,109.3,93.5,66.2,-0.053,18.76,111.5,92.8,8.32,1231,2021
saint louis,A10,15.54,111,95.4,67.8,-0.017,5.18,104.4,99.2,-2.06,1387,2021
mississippi,SEC,15.35,106.4,91,65.1,-0.054,10.17,107.6,97.4,-7.23,1279,2021
kentucky,SEC,15.23,108.2,92.9,68.4,-0.148,16.72,110.4,93.7,15.65,1246,2021
virginia tech,ACC,15.22,110,94.8,66.2,0.066,9.31,107.6,98.2,0.54,1439,2021
missouri,SEC,15.15,110.2,95.1,68.7,0.088,15.08,109.8,94.7,9.77,1281,2021
seton hall,BE,14.82,110.4,95.5,66.8,-0.027,14.45,109.6,95.1,11.18,1371,2021
drake,MVC,14.64,113.9,99.3,66.8,0.095,2.18,102.9,100.7,-9.27,1179,2021
louisville,ACC,14.1,107.8,93.7,66,0.118,13.4,109.8,96.4,7.4,1257,2021
georgetown,BE,14.06,107.7,93.6,69.6,0.001,14.45,110.3,95.8,4.5,1207,2021
michigan st.,B10,14.01,107,93,68.6,0.106,18.16,112.5,94.3,-0.53,1277,2021
davidson,A10,13.98,114.2,100.2,62.9,-0.076,6.81,104.4,97.6,1.14,1172,2021
minnesota,B10,13.95,108.7,94.7,70.2,0.011,17.63,111.6,93.9,-0.42,1278,2021
smu,Amer,13.84,109.5,95.7,69,0.022,7.3,104,96.7,-8.84,1374,2021
boise st.,MWC,13.56,109.1,95.6,69.4,-0.024,4.97,104.9,99.9,14.7,1129,2021
xavier,BE,13.29,110.7,97.4,68.2,0.003,10.4,107.9,97.5,2.02,1462,2021
toledo,MAC,13.19,114.9,101.7,69.1,-0.019,3.04,104.7,101.7,5.92,1405,2021
colorado st.,MWC,13.03,107.9,94.9,69.5,0.037,3.26,103.4,100.1,1.53,1161,2021
auburn,SEC,13.02,111.3,98.3,71.3,-0.044,13.98,108.8,94.8,5.41,1120,2021
richmond,A10,12.79,110.7,97.9,68.9,-0.045,8.94,106.6,97.6,10.67,1350,2021
wright st.,Horz,12.77,108.6,95.9,71.4,-0.078,-2.75,102.8,105.6,5.85,1460,2021
st. john's,BE,12.72,111.2,98.5,73.6,0.014,11.11,107.5,96.4,-3.17,1385,2021
buffalo,MAC,12.38,107.3,94.9,73.6,-0.08,3.35,105.8,102.5,2.58,1138,2021
uc santa barbara,BW,12.23,109.2,97,66.1,0.054,-0.54,101.4,101.9,2.48,1364,2021
northwestern,B10,12.05,104.7,92.7,68.7,-0.091,19.88,113,93.2,-18.81,1321,2021
north texas,CUSA,11.7,105.4,93.7,63.1,-0.042,4.33,103.5,99.1,5.22,1317,2021
utah,P12,11.68,110.5,98.8,67.9,-0.077,11.09,108,96.9,-6.93,1428,2021
n.c. state,ACC,11.66,109.4,97.7,68.2,0.002,10.69,108.8,98.1,-6.35,1301,2021
wichita st.,Amer,11.55,110,98.4,67.6,0.121,9.09,105.4,96.4,12.6,1455,2021
saint mary's,WCC,11.43,100.9,89.4,63.1,0.059,9.71,108,98.3,1.97,1388,2021
providence,BE,11.25,107.4,96.2,66.6,0.001,13.65,109.3,95.6,7.2,1344,2021
mississippi st.,SEC,11.19,106.5,95.3,65.7,-0.032,11.36,106.9,95.6,-1.95,1280,2021
ohio,MAC,11.11,113,101.9,69.3,0.027,4.23,105.3,101.1,1.47,1325,2021
dayton,A10,10.83,108.4,97.6,66.2,0.006,8.14,105,96.9,3.97,1173,2021
marquette,BE,10.76,107.6,96.8,67.7,-0.007,14.04,109.5,95.5,6.65,1266,2021
notre dame,ACC,10.71,113.9,103.2,67.5,-0.029,14.55,110.7,96.2,14.35,1323,2021
louisiana tech,CUSA,10.34,103.4,93.1,69.4,0.021,0.68,101.9,101.2,-9.28,1256,2021
stanford,P12,10.26,104.1,93.8,69.5,0.022,12.52,109,96.5,9.31,1390,2021
colgate,Pat,10.22,110.9,100.7,72.4,0.05,-6.6,99.1,105.7,-99,1159,2021
oregon st.,P12,10.17,109.3,99.2,65.4,0.075,11.16,108.6,97.4,-6.2,1333,2021
abilene christian,Slnd,10.13,103,92.9,70,-0.027,-8.15,97.6,105.8,4.29,1101,2021
nevada,MWC,9.45,109,99.6,70.1,-0.012,6.18,104.4,98.2,6.34,1305,2021
missouri st.,MVC,9.43,107.5,98.1,69.4,0.039,3.57,103.8,100.2,-12.69,1283,2021
pittsburgh,ACC,9.16,108.1,98.9,68.6,-0.068,10.65,108.3,97.6,-4.37,1338,2021
marshall,CUSA,9.14,109.3,100.2,72.9,-0.068,1.26,102.4,101.2,0.83,1267,2021
winthrop,BSth,8.94,105.1,96.2,73.6,0.032,-6.45,98.8,105.3,3.95,1457,2021
furman,SC,8.93,109.8,100.8,67.9,-0.086,2.42,104,101.6,2.51,1202,2021
georgia,SEC,8.69,107.8,99.1,73.5,0.048,11.94,107.5,95.5,-6.68,1208,2021
western kentucky,CUSA,8.67,105.7,97,67.8,0.087,3.13,103.1,99.9,9.86,1443,2021
nebraska,B10,8.66,102.2,93.6,72.1,-0.128,18.84,112.4,93.6,5.08,1304,2021
vanderbilt,SEC,8.57,108.9,100.3,69,-0.128,12.6,107.7,95.1,-3.32,1435,2021
liberty,ASun,8.37,110.1,101.8,63.1,-0.013,-6.63,98.5,105.1,1.17,1251,2021
uab,CUSA,8.37,103.4,95,67.3,0.005,-2.1,99.5,101.6,-12.69,1412,2021
akron,MAC,8.27,108.8,100.5,68.8,-0.001,4.97,106.2,101.2,22.25,1103,2021
unc greensboro,SC,8.15,104.1,96,68.5,0.005,0.74,103.2,102.5,-2.77,1422,2021
san francisco,WCC,8.1,106.4,98.3,68,-0.104,6.97,105.9,98.9,4.65,1362,2021
loyola marymount,WCC,8.08,107.3,99.2,66.3,0.033,7.23,104.9,97.6,5.68,1258,2021
ucf,Amer,7.92,105.9,97.9,67.5,0.053,11.69,106.5,94.8,24.54,1416,2021
belmont,OVC,7.8,109.5,101.7,71,0.05,-5.93,98.6,104.6,-6.18,1125,2021
rhode island,A10,7.79,104.9,97.1,69.2,-0.109,9.47,106.4,97,10.3,1348,2021
kent st.,MAC,7.41,106,98.6,70,0.023,4.6,106.8,102.2,8.66,1245,2021
washington st.,P12,7.36,100.5,93.1,67.9,-0.01,7.8,106.6,98.8,-10.19,1450,2021
grand canyon,WAC,6.98,103.6,96.6,65.5,-0.061,-4.01,100.3,104.3,0.68,1213,2021
uc irvine,BW,6.67,100.5,93.8,67.7,0.031,1.56,102.7,101.1,5.09,1414,2021
eastern washington,BSky,6.65,107.7,101,72.3,-0.081,-3.21,100.6,103.8,17.77,1186,2021
uc riverside,BW,6.62,102.8,96.1,67,-0.066,-0.89,101.6,102.5,-1.14,1415,2021
pepperdine,WCC,6.52,107.2,100.7,71.4,-0.002,9.76,106.8,97.1,7.16,1337,2021
arizona st.,P12,6.23,106.5,100.2,72.8,0.026,12.03,108.7,96.6,8.73,1113,2021
massachusetts,A10,6.16,105.7,99.5,72,-0.057,4.1,103.1,99,0.54,1269,2021
butler,BE,5.92,102.8,96.8,64.9,0.069,14.67,109.9,95.2,-0.4,1139,2021
cincinnati,Amer,5.73,103.3,97.5,71,0.115,10.33,106.8,96.5,9.45,1153,2021
south dakota st.,Sum,5.65,110.6,104.9,71.2,0.008,-0.24,102.7,103,7.21,1355,2021
indiana st.,MVC,5.58,102.6,97,67.2,0.079,6.32,105.5,99.1,9.22,1232,2021
duquesne,A10,5.56,101.9,96.4,69.2,0.007,7.04,105.1,98.1,2.08,1182,2021
yale,Ivy,5.42,107.1,101.7,68.2,0,-99,0,200,-99,1463,2021
bowling green,MAC,5.18,107.2,102,70.4,-0.018,4.44,105.8,101.4,1.83,1132,2021
south carolina,SEC,4.92,103.7,98.7,74.9,-0.055,14.96,109.3,94.3,8.39,1376,2021
pacific,WCC,4.89,103.2,98.3,67.3,0.021,8.74,106.7,98,3.92,1334,2021
wofford,SC,4.64,106.3,101.7,66.2,0.025,3.2,104.8,101.6,5.84,1459,2021
tulsa,Amer,4.52,102.2,97.7,65.8,-0.024,7.99,105,97,-3.93,1409,2021
east tennessee st.,SC,4.25,103.1,98.8,65.7,-0.063,3.71,104.7,101,4.37,1190,2021
weber st.,BSky,3.94,107,103.1,72.2,-0.028,-4.66,100,104.7,5.89,1451,2021
morehead st.,OVC,3.9,100.2,96.3,65.6,0.152,-1.99,101.4,103.4,16.33,1287,2021
mercer,SC,3.74,106.2,102.5,68,-0.002,1.91,103.8,101.9,1.39,1273,2021
vermont,AE,3.62,105.5,101.9,66.7,-0.069,-7.97,96.2,104.2,-99,1436,2021
george mason,A10,3.56,101.3,97.7,68.4,0.046,3.6,104.5,100.9,-4.85,1206,2021
miami fl,ACC,3.49,102.1,98.6,68.1,0.019,12.04,109.2,97.2,-7.99,1274,2021
depaul,BE,3.39,97.7,94.3,70.9,-0.048,13.52,109,95.5,-9.36,1177,2021
texas a&m;,SEC,2.89,101.7,98.8,64.6,0.018,8.44,106.5,98.1,-6.36,0,2021
utep,CUSA,2.77,103.2,100.4,68.1,-0.065,4.36,103.2,98.9,18.35,1431,2021
california,P12,2.6,103.3,100.7,65.1,-0.067,11.18,108.4,97.2,0.86,1143,2021
