Team,Conf,AdjEM,AdjO,AdjD,AdjTempo,Luck,SOSAdjEM,SOSOppO,SOSOppD,NCSOSAdjEM,TeamID,Season
st. francis ny,NEC,0.2572,93.5,102.5,66.8,0.011,0.2913,98.9,106.9,0.4431,0,2016
drake,MVC,0.2563,102.4,112.3,66.4,-0.101,0.4901,101,101.3,0.4146,1179,2016
liu brooklyn,NEC,0.2482,100.5,110.7,73.1,0.049,0.261,98.3,107.6,0.3083,1254,2016
lipscomb,ASun,0.2458,100.3,110.5,73.8,0.006,0.4136,104,107.2,0.5288,1252,2016
sacramento st.,BSky,0.2446,97.5,107.6,69,0.048,0.3668,101.8,106.7,0.4159,1170,2016
utah valley,WAC,0.2407,99.4,109.9,75.3,-0.023,0.4072,101.5,104.9,0.5319,1430,2016
alabama st.,SWAC,0.2405,98.7,109.1,69.8,0.029,0.3248,99.2,105.7,0.6065,1106,2016
loyola md,Pat,0.2405,100.7,111.2,67.8,-0.031,0.4146,102.1,105.2,0.6028,1259,2016
liberty,BSth,0.2398,99.4,109.8,64.2,0.076,0.4385,103.2,105.4,0.5722,1251,2016
longwood,BSth,0.2372,100.5,111.2,70.2,-0.039,0.4032,103,106.6,0.4948,1255,2016
troy,SB,0.2371,96.7,107,68.8,-0.022,0.4849,103,103.5,0.4774,1407,2016
rutgers,B10,0.2321,95.5,106,71.6,-0.036,0.6274,106.8,102,0.3722,1353,2016
quinnipiac,MAAC,0.2285,91.6,101.8,69.6,-0.029,0.4082,102.3,105.6,0.3485,1346,2016
sacred heart,NEC,0.2253,99.4,110.7,72.1,0.006,0.3306,100,106.3,0.5794,1357,2016
north texas,CUSA,0.2242,100.1,111.5,70.5,0.015,0.3927,102.3,106.2,0.3952,1317,2016
campbell,BSth,0.2197,100.1,111.8,68.9,-0.03,0.3389,100.4,106.4,0.3132,1144,2016
st. francis pa,NEC,0.2177,100.6,112.4,66.8,0.013,0.3164,99.7,106.6,0.518,0,2016
seattle,WAC,0.2173,93.9,104.9,66.6,0.048,0.3372,99.8,105.9,0.3663,1370,2016
north carolina central,MEAC,0.2161,98.5,110.2,66.5,-0.076,0.2869,98.8,106.9,0.5251,1300,2016
marist,MAAC,0.2156,102.3,114.5,68.9,-0.043,0.4148,101.5,104.5,0.3654,1265,2016
bethune cookman,MEAC,0.2083,97.7,109.7,67.4,0.01,0.3231,100.2,106.9,0.573,0,2016
alcorn st.,SWAC,0.2077,98.6,110.8,66,0.103,0.3024,98.7,106.2,0.5845,1108,2016
cleveland st.,Horz,0.2061,90,101.2,64.9,0.02,0.5337,105.5,104.2,0.5907,1156,2016
charleston southern,BSth,0.2055,97.8,110,68.9,-0.009,0.4771,103.7,104.5,0.7432,1149,2016
vmi,SC,0.2054,97,109.1,69.7,-0.022,0.4749,104.3,105.2,0.5808,1440,2016
morgan st.,MEAC,0.203,94.8,106.8,69.8,-0.114,0.351,100.3,105.8,0.6296,1288,2016
florida atlantic,CUSA,0.2021,95.3,107.4,68.4,-0.033,0.4743,104.5,105.4,0.6447,1194,2016
american,Pat,0.1995,93.3,105.2,62.4,0.111,0.4118,102.2,105.4,0.5313,1110,2016
robert morris,NEC,0.1974,91.1,102.9,69,-0.033,0.3558,101,106.4,0.5602,1352,2016
jacksonville st.,OVC,0.1966,97.4,110.1,66.1,-0.067,0.4057,103.5,107,0.4061,1240,2016
the citadel,SC,0.1941,102.7,116.2,81.6,0.008,0.4318,103.3,105.8,0.419,1154,2016
umass lowell,AE,0.1914,101,114.5,74.2,0.1,0.3861,101.5,105.6,0.4786,1262,2016
northern colorado,BSky,0.1865,102.5,116.5,69.4,0.024,0.4005,102.8,106.5,0.5072,1294,2016
southern miss,CUSA,0.1863,96.2,109.4,64,-0.019,0.3978,101.8,105.6,0.4869,1379,2016
southeastern louisiana,Slnd,0.1817,97,110.5,68.8,-0.017,0.3497,100.8,106.4,0.6202,1368,2016
hartford,AE,0.1805,100.1,114.1,69.9,0.004,0.3815,100.6,104.9,0.3913,1216,2016
maryland eastern shore,MEAC,0.1802,98.7,112.6,68.1,-0.01,0.3966,101.6,105.4,0.7097,0,2016
alabama a&m;,SWAC,0.1792,99.3,113.3,65.9,-0.046,0.2792,97.4,105.8,0.5055,0,2016
niagara,MAAC,0.1778,93.8,107.1,67,0.059,0.4471,103.3,105.2,0.4597,1310,2016
abilene christian,Slnd,0.1765,96.9,110.7,68.5,0.024,0.3367,101.4,107.6,0.4624,1101,2016
new orleans,Slnd,0.1732,96.3,110.3,72.9,-0.059,0.3394,100.8,106.8,0.6153,1309,2016
lamar,Slnd,0.1716,97,111.3,72.9,-0.085,0.3076,100.8,108.2,0.3335,1249,2016
usc upstate,ASun,0.1697,99.6,114.4,67.4,0.007,0.3939,103.8,107.8,0.4442,1367,2016
savannah st.,MEAC,0.1687,87.7,100.8,66.7,0.124,0.2919,99.5,107.5,0.5788,1366,2016
siu edwardsville,OVC,0.165,94,108.2,66.9,0.015,0.4348,104,106.3,0.5467,1188,2016
lafayette,Pat,0.1632,99.4,114.5,70,-0.035,0.3894,101.4,105.4,0.4687,1248,2016
binghamton,AE,0.1624,88.5,102,66,-0.021,0.3757,102.7,107.3,0.4337,1127,2016
nicholls st.,Slnd,0.162,92.5,106.7,69.2,0.015,0.422,103.5,106.4,0.7663,1311,2016
central arkansas,Slnd,0.1593,100.1,115.6,72.7,-0.068,0.3737,101.6,106.3,0.6421,1146,2016
northwestern st.,Slnd,0.1584,101.6,117.5,74.4,-0.053,0.4028,102.5,106.1,0.8062,1322,2016
coppin st.,MEAC,0.1554,95.9,111.2,70.9,-0.041,0.39,101.6,105.7,0.7774,1164,2016
mcneese st.,Slnd,0.1499,98.6,114.6,68.8,0.011,0.3812,102.5,107,0.8056,1270,2016
presbyterian,BSth,0.1471,94.2,109.7,67.7,0.044,0.3994,103.3,107,0.4753,1342,2016
umbc,AE,0.1452,99.6,116.2,70.5,-0.039,0.3582,101.1,106.3,0.3614,1420,2016
howard,MEAC,0.1433,93.1,108.7,71.2,0.009,0.307,100.3,107.7,0.4778,1224,2016
maine,AE,0.136,96.5,113.3,77.8,0.03,0.3686,100.9,105.7,0.3844,1263,2016
prairie view a&m;,SWAC,0.1295,90,106.2,69.6,0.008,0.3859,100.3,104.4,0.6954,0,2016
north carolina a&t;,MEAC,0.1272,96,113.5,68.5,0.03,0.2988,98.7,106.3,0.4908,0,2016
illinois chicago,Horz,0.1246,89.4,105.9,72.3,0.004,0.4868,103.7,104.2,0.4332,0,2016
bradley,MVC,0.1234,85.2,101,68.2,0.017,0.5876,103.9,100.7,0.6311,1133,2016
southern utah,BSky,0.1219,98.1,116.4,68.8,-0.055,0.4182,103.2,106.2,0.594,1381,2016
mississippi valley st.,SWAC,0.1199,91.7,109,72,-0.001,0.3631,99.6,104.5,0.6403,0,2016
utsa,CUSA,0.1172,96.9,115.5,72.8,-0.052,0.4135,102.9,106.1,0.5037,1427,2016
southeast missouri st.,OVC,0.1135,91,108.9,71.8,-0.023,0.4275,103.2,105.8,0.5208,0,2016
northern arizona,BSky,0.1092,92.3,110.8,70.8,-0.068,0.4726,104.6,105.6,0.7454,1319,2016
bryant,NEC,0.0989,93.6,113.4,68.5,0.022,0.372,100.6,105.3,0.6093,1136,2016
arkansas pine bluff,SWAC,0.0967,89.1,108.2,65.2,0.05,0.4402,102.1,104.2,0.7627,0,2016
grambling st.,SWAC,0.0913,88.6,108.2,66.8,-0.035,0.3375,99.2,105.2,0.6612,1212,2016
ut rio grande valley,WAC,0.0859,94.3,115.8,68.4,0.037,0.4077,101.7,105,0.4888,0,2016
delaware st.,MEAC,0.0758,89.5,111.3,67.3,-0.005,0.3631,100.6,105.7,0.624,1175,2016
chicago st.,WAC,0.0698,91.4,114.5,70.1,-0.051,0.4942,102.8,103,0.6135,1152,2016
florida a&m;,MEAC,0.068,84.7,106.3,70.4,0.041,0.2731,99.6,108.4,0.422,0,2016
central connecticut,NEC,0.0667,93.7,117.8,68.2,-0.005,0.2851,98.4,106.6,0.3573,1148,2016
gonzaga,WCC,33.05,120.7,87.6,69.8,0.016,0.61,104.9,104.2,0.72,1211,2017
villanova,BE,30.78,122.7,92,63.8,0.026,9.98,110.1,100.1,4.24,1437,2017
north carolina,ACC,28.01,122.1,94.1,70.4,0.006,12.14,111.6,99.5,4.11,1314,2017
kentucky,SEC,27.27,119.2,91.9,72.5,0.008,9.79,109.4,99.6,3.93,1246,2017
west virginia,B12,26.8,116.5,89.7,69.6,-0.043,9.77,109.3,99.5,-7.91,1452,2017
louisville,ACC,26.72,117.1,90.4,67.7,-0.011,12.2,111.9,99.7,4.62,1257,2017
virginia,ACC,26.67,113.7,87,58.6,-0.051,12.15,111.4,99.2,2.75,1438,2017
wichita st.,MVC,26.41,119.6,93.2,68.4,-0.014,0.65,104.3,103.6,-0.03,1455,2017
florida,SEC,26.39,115.9,89.5,68.6,-0.046,11.61,110.1,98.5,8.86,1196,2017
kansas,B12,25.98,120.8,94.9,70,0.074,12.26,111.1,98.8,2.75,1242,2017
smu,Amer,25.27,120.1,94.8,63.3,0.02,3.15,104.9,101.8,-1.15,1374,2017
duke,ACC,25.09,121,95.9,67.7,0.027,12.39,111.5,99.1,0.06,1181,2017
baylor,B12,25.01,117.3,92.3,62.8,0.002,12.77,111.3,98.5,1.64,1124,2017
saint mary's,WCC,24.64,119,94.3,59.1,0.034,-0.28,104,104.3,-4.27,1388,2017
purdue,B10,24.22,116.9,92.7,68.7,-0.023,8.06,108.8,100.7,-1.94,1345,2017
oregon,P12,23.83,117.7,93.9,66.5,0.036,6.41,107.8,101.4,0.69,1332,2017
iowa st.,B12,23.11,119.6,96.4,67.9,-0.01,13.66,112.1,98.4,-0.28,1235,2017
ucla,P12,22.95,122.7,99.8,72.9,0.024,4.05,107.3,103.2,-4.4,1417,2017
florida st.,ACC,22.74,116.7,94,70.5,0.023,9.69,110.9,101.2,-3.61,1199,2017
arizona,P12,22.74,117.6,94.8,65.5,0.064,6.6,108.1,101.5,1.53,1112,2017
michigan,B10,22.62,121.6,99,62.6,-0.031,9.68,109.2,99.5,-0.27,1276,2017
cincinnati,Amer,22.32,114.2,91.9,63.5,0.029,3.56,106.5,103,-0.22,1153,2017
wisconsin,B10,22.29,113.6,91.3,63.1,0,9.09,109.9,100.8,-0.96,1458,2017
oklahoma st.,B12,22.1,124.8,102.7,70,-0.056,13.97,111.6,97.6,2.99,1329,2017
notre dame,ACC,21.09,118.9,97.8,66.9,0.021,10.64,110.2,99.6,-3.97,1323,2017
butler,BE,20.91,118,97.1,65.1,-0.001,10.72,110.6,99.8,5.3,1139,2017
creighton,BE,19.59,115.6,96,70.6,0.009,8.98,110.2,101.2,-1.3,1166,2017
marquette,BE,17.57,121,103.4,69.7,-0.062,8.94,109.1,100.1,-1.84,1266,2017
kansas st.,B12,17.55,112,94.5,65.9,-0.04,10.97,109.9,99,-4.88,1243,2017
wake forest,ACC,17.28,120.9,103.6,70.2,-0.035,11.2,111.3,100.1,4.72,1448,2017
south carolina,SEC,17.03,105.5,88.5,67.9,-0.004,8.49,108.7,100.2,2.4,1376,2017
miami fl,ACC,16.96,110.4,93.4,62.8,0.03,10.12,111,100.9,-4.07,1274,2017
minnesota,B10,16.59,109.5,93,69.1,0.028,8.15,108.8,100.6,-1.38,1278,2017
vanderbilt,SEC,16.24,112.3,96.1,65.3,-0.035,11.16,109.9,98.7,6.58,1435,2017
clemson,ACC,15.88,115.9,100,66,-0.053,11.52,111.2,99.7,2.16,1155,2017
dayton,A10,15.67,112.3,96.6,68.3,-0.011,3.38,105.6,102.2,2.9,1173,2017
rhode island,A10,15.62,110.7,95,65.9,-0.024,3.67,106.3,102.6,1.99,1348,2017
arkansas,SEC,15.6,116.6,101,69.1,0.093,7.54,107.9,100.4,-1.19,1116,2017
northwestern,B10,15.51,111.2,95.7,64.9,0.021,7.76,108.6,100.8,-2.83,1321,2017
xavier,BE,15.32,114.8,99.5,66.9,0.03,11.06,110.8,99.7,5.78,1462,2017
tcu,B12,15.29,113.2,97.9,66.6,-0.028,12.13,111.2,99,-2.92,1395,2017
indiana,B10,15.14,116.6,101.5,68,-0.085,9.15,109.6,100.5,-5.03,1231,2017
michigan st.,B10,14.98,110.6,95.6,66.5,-0.012,10.67,110.2,99.5,4.19,1277,2017
virginia tech,ACC,14.94,117.4,102.5,68.1,0.061,8.78,110.2,101.4,-7.66,1439,2017
maryland,B10,14.83,113.6,98.8,66.8,0.064,7.66,107.9,100.3,-0.94,1268,2017
texas tech,B12,14.75,112.5,97.8,63.4,-0.082,7.76,109.1,101.3,-11.47,1403,2017
utah,P12,14.74,114.2,99.5,68.2,-0.087,3.49,105.8,102.4,-6.25,1428,2017
middle tennessee,CUSA,14.65,111.6,97,64,0.012,-1.72,103.9,105.6,4.12,1292,2017
houston,Amer,14.47,114,99.5,64.7,-0.017,2.84,104.9,102.1,-3.01,1222,2017
syracuse,ACC,14.35,115.9,101.5,66.1,-0.044,8.51,108.6,100.1,-3.15,1393,2017
illinois st.,MVC,14.33,106.6,92.3,64.4,0.101,1.41,105,103.6,-0.35,1229,2017
vcu,A10,14.31,110,95.7,67.9,0.036,3.6,105.5,101.9,1.12,1433,2017
seton hall,BE,13.95,109.8,95.9,67,0.071,9.7,109.9,100.2,-2.12,1371,2017
alabama,SEC,13.49,105.4,91.9,64.7,-0.048,7.35,108,100.7,-0.98,1104,2017
nevada,MWC,13.34,114.5,101.2,69.4,0.059,0.82,104,103.2,-0.96,1305,2017
providence,BE,12.9,108.1,95.2,66.1,0.027,8.2,109.1,100.9,-4.06,1344,2017
georgia,SEC,12.83,108.7,95.9,66.7,0.021,11.14,109.7,98.6,4.98,1208,2017
california,P12,12.72,104.8,92.1,65.1,-0.001,5.28,107.3,102.1,-2.27,1143,2017
princeton,Ivy,12.5,109.4,96.9,62.9,0.025,-1.46,103.4,104.8,2.5,1343,2017
unc wilmington,CAA,12.39,117.8,105.4,69.9,0.051,0.15,105,104.9,2.46,1423,2017
usc,P12,12.34,112.5,100.2,68.6,0.078,4.18,108,103.8,-3.09,1425,2017
tennessee,SEC,12.12,109.8,97.7,69,-0.053,10.97,109,98,6.74,1397,2017
vermont,AE,11.88,110.8,98.9,64.1,0.06,-4.74,102.7,107.4,1.85,1436,2017
east tennessee st.,SC,11.49,108,96.5,69.8,0.002,-1.39,105.3,106.7,0.54,1190,2017
oklahoma,B12,11.05,107.3,96.3,69.6,-0.102,13.94,112.1,98.1,1.44,1328,2017
texas a&m;,SEC,11.01,108.5,97.5,64.1,-0.042,7.78,109.2,101.4,-2.19,0,2017
ucf,Amer,11,103.8,92.8,65.3,-0.002,2.06,104.9,102.8,-6.41,1416,2017
georgetown,BE,10.95,108.6,97.6,68.3,-0.102,10.14,111,100.8,2.32,1207,2017
iowa,B10,10.61,112.4,101.8,71,0.02,7.63,108.3,100.6,-3.29,1234,2017
illinois,B10,10.54,107.6,97,65.9,0.04,9.15,110,100.9,0.28,1228,2017
ohio st.,B10,10.32,111.3,101,67.6,-0.054,7.16,107.3,100.1,-4.07,1326,2017
colorado,P12,10.21,112,101.7,67.4,-0.04,5.02,107.6,102.5,-0.62,1160,2017
texas,B12,10.16,104.1,94,67.2,-0.105,13.8,112.5,98.7,1.98,1400,2017
byu,WCC,9.68,109.1,99.4,75.1,0.01,0.33,104.2,103.8,-2.2,1140,2017
pittsburgh,ACC,9.54,112.8,103.2,65.1,0.044,11.45,111.3,99.8,0.49,1338,2017
ut arlington,SB,9.48,109.9,100.4,69.7,0.053,0.17,104.1,103.9,6.67,1426,2017
mississippi,SEC,9.37,110.1,100.8,71.2,0.059,6.78,107.5,100.7,-0.36,1279,2017
san diego st.,MWC,8.94,103.9,95,64.6,-0.101,1.12,104.6,103.5,-1.5,1361,2017
monmouth,MAAC,8.77,108.9,100.1,72.1,0.08,-2.94,103.3,106.2,2.07,1284,2017
bucknell,Pat,8.72,109.1,100.3,69.4,0.018,-4.37,100.9,105.2,1.09,1137,2017
colorado st.,MWC,8.48,108.3,99.8,65.9,0.014,1.33,104.5,103.1,-1.06,1161,2017
georgia tech,ACC,8.37,99,90.6,67.6,0.046,9.18,110.6,101.4,-4.95,1210,2017
auburn,SEC,8.27,111.7,103.4,73.2,0.045,7.05,107.4,100.3,1.87,1120,2017
davidson,A10,7.82,108.5,100.7,68.1,-0.031,4.66,106.9,102.3,2.31,1172,2017
belmont,OVC,7.6,110.5,102.9,67.7,0.067,-2.43,103.6,106,3.76,1125,2017
college of charleston,CAA,7.51,105.9,98.4,63.9,0.064,-0.1,105.7,105.8,0.48,1158,2017
penn st.,B10,7.42,104.6,97.2,70.1,-0.013,8.94,108.5,99.6,0.93,1336,2017
new mexico st.,WAC,7.32,110,102.7,67.3,0.057,-5.78,100.1,105.9,-4.5,1308,2017
st. bonaventure,A10,7.28,109,101.7,68.4,-0.026,0.41,104.7,104.3,-4.23,1382,2017
richmond,A10,7.1,108.8,101.7,68.8,0.022,2.55,105.3,102.7,-1.38,1350,2017
louisiana tech,CUSA,7,107.9,100.9,68.2,-0.062,-5.5,100.9,106.4,-6.01,1256,2017
mississippi st.,SEC,6.85,106.4,99.6,68.6,-0.032,5.16,106,100.9,-6.02,1280,2017
connecticut,Amer,6.73,105.3,98.6,64.7,-0.047,6.14,107.4,101.3,5.52,1163,2017
st. john's,BE,6.52,109.1,102.6,72.9,-0.039,9.67,109.6,99.9,-2.42,1385,2017
boise st.,MWC,6.5,109.7,103.2,69,0.024,2.44,105.5,103,1.64,1129,2017
loyola chicago,MVC,6.5,108.9,102.4,65.4,-0.104,-0.2,103.4,103.6,-4.13,1260,2017
valparaiso,Horz,6.4,106.7,100.3,66.6,0.056,-3.42,102.6,106.1,0.42,1434,2017
memphis,Amer,6.06,107,101,68,0.026,1.92,104.6,102.7,-4.53,1272,2017
akron,MAC,5.92,112.9,107,65.3,0.078,-2.2,103.7,105.9,-4.72,1103,2017
fresno st.,MWC,5.92,104.9,99,68,0.007,1.86,105.2,103.4,-2.35,1201,2017
stanford,P12,5.82,104.8,99,68.1,-0.008,8.79,110.1,101.3,6.61,1390,2017
unc asheville,BSth,5.75,107.6,101.9,67.7,0.017,-4.98,101.8,106.7,7.01,1421,2017
ohio,MAC,5.67,105.5,99.9,70,-0.072,-2.68,103.5,106.2,-6.66,1325,2017
north carolina st.,ACC,5.65,112.9,107.2,70,0.019,8.51,108.9,100.4,-5.8,1301,2017
san francisco,WCC,5.45,103.4,97.9,68.4,0.019,-0.99,103.9,104.9,-5.47,1362,2017
furman,SC,5.3,107.3,102,65.2,-0.005,-1.25,104.7,105.9,0.61,1202,2017
nebraska,B10,5.16,105.1,99.9,67.7,0.011,11.71,111.1,99.4,7.21,1304,2017
florida gulf coast,ASun,5.01,109.5,104.5,64.9,0.051,-4.99,103.6,108.6,2.69,1195,2017
oakland,Horz,4.89,103.7,98.8,71.7,-0.006,-5.16,102,107.2,-5.26,1324,2017
saint peter's,MAAC,4.85,102.6,97.8,60.4,-0.054,-3.39,103.6,107,-1.95,1389,2017
harvard,Ivy,4.84,106.7,101.9,66.7,-0.07,-2.45,103,105.5,-0.33,1217,2017
winthrop,BSth,4.63,106.5,101.8,70.7,0.029,-7.6,100.3,107.9,2.58,1457,2017
chattanooga,SC,4.59,106.7,102.1,65.1,-0.01,-0.56,105.7,106.3,2.63,1151,2017
george mason,A10,4.57,108.6,104,68.2,0.03,1.37,103.8,102.4,-3.19,1206,2017
cal st. bakersfield,WAC,4.52,98,93.5,66.1,-0.004,-3.54,101.9,105.4,-1.04,0,2017
towson,CAA,4.32,105.5,101.1,67.6,-0.009,-0.21,105.2,105.5,-1.07,1406,2017
temple,Amer,4.21,108.4,104.2,66.7,0.015,3.81,105.2,101.4,1.27,1396,2017
iona,MAAC,4,110.2,106.2,70.3,0.011,-2.57,103.3,105.9,0.26,1233,2017
lehigh,Pat,3.81,107.2,103.4,69.3,-0.034,-2.64,101.7,104.4,3.66,1250,2017
unc greensboro,SC,3.61,107.8,104.1,66.2,0.118,-1.61,104.6,106.2,-1,1422,2017
georgia st.,SB,3.5,104.6,101.1,67.9,0.015,-0.81,104.5,105.3,2.46,1209,2017
old dominion,CUSA,3.5,100.7,97.2,60.7,-0.013,-2.08,104,106.1,1.94,1330,2017
arkansas st.,SB,3.28,106.5,103.2,66.9,0.022,-0.88,103.8,104.7,3.43,1117,2017
new mexico,MWC,3.27,106.4,103.1,68.5,0.024,2.21,105.2,103,-1.03,1307,2017
george washington,A10,3.18,108.3,105.1,65.3,0.067,2.23,104.5,102.3,-1.12,1203,2017
santa clara,WCC,3.15,105.5,102.4,62.3,-0.014,0.92,103.9,102.9,-4.37,1365,2017
albany,AE,3.12,107.7,104.6,63.8,-0.026,-4.98,101.9,106.9,-1.87,1107,2017
buffalo,MAC,3.11,105.3,102.2,71,-0.053,-0.17,105.3,105.5,2.76,1138,2017
toledo,MAC,2.69,108.7,106,66.2,-0.071,-0.99,104.8,105.8,0.74,1405,2017
troy,SB,2.67,109.9,107.3,67.8,-0.037,-2.86,102.2,105.1,-6.67,1407,2017
arizona st.,P12,2.6,111.8,109.2,69.6,0.035,6.59,108.4,101.8,-0.81,1113,2017
william & mary,CAA,2.37,112,109.7,70.6,-0.003,0.85,105.7,104.9,1.45,1456,2017
rutgers,B10,2.28,101.5,99.2,65.9,0.006,7.03,107.4,100.4,-9.07,1353,2017
missouri st.,MVC,2.28,108.3,106,65.7,-0.055,0.02,103.6,103.6,-6.09,1283,2017
utah st.,MWC,2.21,106.7,104.5,66.2,-0.066,2.01,104.9,102.9,-0.45,1429,2017
elon,CAA,2.21,104.3,102.1,67.4,-0.021,-0.47,105.4,105.9,-1.54,1189,2017
la salle,A10,1.94,110.6,108.7,68.3,0.028,2.57,105,102.5,1.42,1247,2017
uc irvine,BW,1.86,101,99.1,66.1,-0.007,-3.77,102.2,106,7.22,1414,2017
wofford,SC,1.78,110,108.2,66.5,-0.067,1.42,105.7,104.2,7.05,1459,2017
mercer,SC,1.74,109.7,107.9,61.4,-0.064,0.74,105.7,104.9,4.24,1273,2017
kent st.,MAC,1.73,104.4,102.7,68,0.022,-2.28,103.9,106.2,-5.54,1245,2017
louisiana lafayette,SB,1.72,111.2,109.5,71.9,0.034,-2,102.8,104.8,-3.9,0,2017
tulsa,Amer,1.65,104.5,102.9,67.8,0.055,5.07,105.8,100.7,2.49,1409,2017
south dakota,Sum,1.59,103.8,102.2,70.4,0.071,-2.91,105.3,108.2,-1.68,1377,2017
fort wayne,Sum,1.47,109.6,108.1,71,-0.036,-3.25,105.5,108.8,-3.94,1236,2017
wyoming,MWC,1.35,103.4,102,73.2,0.01,0.3,104.7,104.4,-1.87,1461,2017
northern kentucky,Horz,1.34,106.6,105.3,67.6,0.082,-3.89,102.5,106.4,-2.27,1297,2017
eastern michigan,MAC,1.24,106,104.8,67.8,-0.078,0.88,106.7,105.8,5.61,1185,2017
southern illinois,MVC,1.16,104.8,103.7,65,0.047,1.5,104.2,102.7,-2.7,1356,2017
marshall,CUSA,1.16,110.8,109.6,77.3,0.027,-1.05,103.3,104.4,1.16,1267,2017
yale,Ivy,1.11,106.1,105,67.8,0.055,-1.71,103.8,105.5,-0.99,1463,2017
north carolina central,MEAC,1.03,102.9,101.9,66.1,-0.042,-12.28,97.8,110,-0.33,1300,2017
samford,SC,0.99,108.3,107.3,68.4,-0.042,-2.05,103.9,106,-3.31,1359,2017
rice,CUSA,0.88,107.9,107.1,72,-0.024,-5.33,101.4,106.7,-5.75,1349,2017
evansville,MVC,0.88,104.1,103.2,66.4,-0.024,1.39,104.7,103.3,-2.2,1191,2017
massachusetts,A10,0.81,100.7,99.9,71.5,-0.042,1.3,105,103.7,-4.17,1269,2017
northeastern,CAA,0.63,107.1,106.4,65.7,-0.014,1.17,105.3,104.1,2.54,1318,2017
jacksonville st.,OVC,0.58,105.4,104.8,63.3,0.029,-2.1,104,106.1,1.06,1240,2017
tennessee st.,OVC,0.54,100.3,99.7,66.6,-0.016,-2.08,104.5,106.6,3.86,1398,2017
boston college,ACC,0.42,104.3,103.9,70.8,-0.032,9.16,110.6,101.4,-6.13,1130,2017
lipscomb,ASun,0.33,107.2,106.9,73.9,-0.017,-4.29,103.3,107.6,1.14,1252,2017
western michigan,MAC,0.3,107,106.7,67.5,-0.016,-0.34,105.4,105.8,2.01,1444,2017
missouri,SEC,0.23,101.3,101.1,67.7,-0.16,6.64,107.9,101.2,-4.89,1281,2017
grand canyon,WAC,0.23,101.3,101,68.6,0.078,-6.5,99.8,106.3,-7.55,1213,2017
north dakota st.,Sum,0.16,104.5,104.3,66.4,0.081,-1.67,105.6,107.3,0.63,1295,2017
wright st.,Horz,0.11,106.5,106.4,68.7,0.056,-2.18,102.9,105,0.93,1460,2017
loyola marymount,WCC,-0.02,103.1,103.2,66.9,0.025,0.52,105.1,104.6,-4.89,1258,2017
washington,P12,-0.04,107.7,107.7,70.6,-0.102,6.73,109.2,102.4,-2.37,1449,2017
northern iowa,MVC,-0.05,97.5,97.5,63.1,0.054,4.71,107.2,102.5,7.83,1320,2017
penn,Ivy,-0.1,102.5,102.6,66.3,-0.053,-1.3,103.6,104.9,0.73,1335,2017
texas st.,SB,-0.13,102.5,102.7,61.6,0.019,-3.51,102.7,106.2,-8.11,1402,2017
georgia southern,SB,-0.24,106.5,106.8,68.4,0.041,-0.47,105.1,105.6,2.24,1204,2017
north dakota,BSky,-0.32,102.9,103.2,71,0.047,-6.52,102.3,108.9,3.07,1315,2017
siena,MAAC,-0.36,106.1,106.5,68.3,-0.009,-1.07,104.5,105.5,5.9,1373,2017
nebraska omaha,Sum,-0.4,108.5,108.9,73.4,0.086,-0.3,106.2,106.5,4.27,1303,2017
ball st.,MAC,-0.47,104.8,105.2,70.6,0.051,-4,103,107,-10.62,1123,2017
lsu,SEC,-0.5,109.4,109.9,71.6,0.008,9.25,108.6,99.4,3.5,1261,2017
new orleans,Slnd,-0.52,100.8,101.3,65.9,0.065,-5.24,102.4,107.6,8.41,1309,2017
new hampshire,AE,-0.66,102.4,103.1,65.1,0.063,-4.15,102.6,106.8,-0.31,1306,2017
gardner webb,BSth,-0.7,102.7,103.4,70.4,-0.041,-5.32,101.5,106.8,4.83,1205,2017
weber st.,BSky,-0.73,108.3,109,66.2,-0.035,-5.15,103,108.2,1.41,1451,2017
saint joseph's,A10,-0.93,102.2,103.2,68,-0.032,3.75,106.1,102.3,3.67,1386,2017
depaul,BE,-1.03,103.5,104.5,67.3,-0.069,7.28,108.8,101.5,-7.08,1177,2017
east carolina,Amer,-1.18,97.1,98.3,66.5,0.013,1.06,105.2,104.1,-10.43,1187,2017
green bay,Horz,-1.29,101.9,103.2,73.8,0.04,-2.96,103.7,106.7,-0.18,1453,2017
hofstra,CAA,-1.3,111.1,112.4,67.2,-0.035,-1.13,104.2,105.3,-2.54,1220,2017
south dakota st.,Sum,-1.33,110.8,112.1,66.8,0.029,-1.09,104.6,105.6,1.6,1355,2017
eastern washington,BSky,-1.43,108.7,110.1,66.5,0.092,-5.71,102.7,108.4,2.11,1186,2017
denver,Sum,-1.54,107.5,109.1,66.4,-0.007,-3.53,103.9,107.4,-5.14,1176,2017
utah valley,WAC,-1.54,100.2,101.7,73.1,-0.082,-2.46,101.5,104,1.6,1430,2017
canisius,MAAC,-1.63,108.3,109.9,69.3,0.016,-3.05,102.8,105.8,-0.82,1145,2017
washington st.,P12,-2.02,104.4,106.4,67.2,0.067,6.33,108.9,102.6,-3.24,1450,2017
boston university,Pat,-2.08,101.3,103.4,69.3,0.003,-4.23,101.7,105.9,-0.54,1131,2017
umbc,AE,-2.22,108.3,110.6,70.2,0.009,-5.17,101.8,106.9,-3.03,1420,2017
